rid,x,y,KMeans_Labels
304919602#1,4241.4425,1244.775,1
304919602#3,3690.68,1034.572,1
304919602#3-AddedOnRampEdge,4101.975,1193.275,1
304919603#0,3483.6400000000003,1033.286,0
304919603#2,3871.28,1182.3042857142857,1
304919603#2-AddedOffRampEdge,4044.8125,1253.9725,1
304919605#0,3283.95,1940.8925,5
304919605#2,3312.0766666666664,1756.83,5
304919607#0,3386.0260000000003,1212.024,0
304919608,4284.512000000001,1391.948,1
30842030#2,5191.31,3451.335,12
30842030#3,5274.483333333334,3427.536666666667,12
30915804#0,4146.716666666666,3458.7966666666666,11
30915804#3,4152.53,3415.36,11
30915804#5,4156.424999999999,3367.45,11
30915804#6,4160.93,3327.755,11
30915804#7,4159.71,3285.285,11
30915804#8,4148.843333333333,3250.72,11
30929622#1,3337.52,3218.4525000000003,10
30929622#2,3441.761111111111,3267.345555555556,10
30954471#0,3489.9300000000003,4012.0,15
30954471#2,3565.025,4007.81,15
30954471#3,3619.9525,4007.7,16
30954498#1,3452.145,4103.225,15
30954498#2,3450.75,4074.825,15
30954498#3,3452.9375,4042.48,15
30955568#0,3252.391428571428,6024.925,25
30955568#4,3269.42,5818.02,25
30955568#5,3278.7333333333336,5746.743333333333,25
30969218#0,3668.37,2522.115,6
30969218#1,3649.975,2545.12,11
30969218#10,3555.8,2663.96,11
30969218#2,3624.9233333333336,2573.6183333333333,11
30969218#7,3591.7250000000004,2615.45,11
30998350#1,3206.525,3388.5875,10
30998350#4,3397.861111111112,3529.3022222222226,15
30998553#0,3969.6925,3198.74625,11
30998553#1,3993.596666666667,3246.736666666666,11
30998594#0,3633.23,2645.6666666666665,11
30998594#2,3662.2375,2609.3925,11
30998594#5,3690.283333333333,2574.293333333333,11
30998594#6,3705.155,2555.68,11
30998610#0,3663.045,2644.0550000000003,11
30998610#1,3625.155,2614.51,11
30998616#0,3563.535,2812.44,11
30998616#1,3488.615,2906.91,11
31035595#0,3982.3866666666654,3444.09,11
31035836#1,5190.046249999999,3551.89125,17
31035836#10,5176.993333333333,4110.143333333333,17
31035836#2,5198.995000000001,3658.02,17
31035836#3,5193.99,3769.335,17
31035836#4,5189.71,3864.7,17
31035836#5,5182.608,3990.274,17
31035836#9,5180.735,4066.945,17
31050180#0,3447.7333333333336,4778.316666666667,20
31050180#2,3461.5116666666668,4828.335,20
31053506#2,3804.45,4002.283333333333,16
31053506#3,3726.51,4004.676666666666,16
31053515#0,3969.0866666666666,4053.648333333333,16
31053522#0,3732.4725,3911.6525,16
31053522#3,3839.53,3908.175,16
31053522#6,3927.146,3903.852,16
31053528#0,4140.611999999999,3985.242,16
31053528#2,4063.26,3983.273333333333,16
31053660#1,3726.77,3757.045,16
31053660#2,3865.156666666667,3752.87,16
31053667#0,3781.31,3735.105,16
31053667#2,3762.917142857143,3693.067142857143,16
31053702#0,4181.401666666667,3494.148333333333,11
31053702#2,4131.31,3486.76,11
31053702#3,4091.995,3460.1925,11
31053713#0,4117.256666666667,3504.6733333333336,16
31053738#0,4008.9825,3458.4225,11
31053746#0,3997.805,3420.59,11
31053746#1,4012.96,3392.7666666666664,11
31053746#4,4044.49,3338.52,11
31053746#5,4053.765,3319.455,11
31053746#6,4071.4966666666655,3291.26,11
31053746#7,4079.385,3268.075,11
31096712#0,3991.37,4255.38,16
31096712#1,3958.8,4138.816666666667,16
31096719#0,3869.125,4280.75,16
31096719#1,3857.665,4222.705,16
31096719#2,3849.91,4184.145,16
31096719#3,3840.5033333333336,4129.776666666666,16
31096733,3783.142,4082.11,16
31096752#0,3854.313076923077,3978.495384615385,16
31096752#2,3891.693333333333,3920.506666666666,16
31096752#4,3895.91,3880.773333333333,16
31096752#6,3903.39,3793.485,16
31096752#7,3914.116666666667,3708.6733333333336,16
31096771#0,3789.353333333334,3981.89,16
31096771#2,3787.2466666666655,3923.7533333333336,16
31096771#4,3786.3566666666666,3896.533333333333,16
31096771#6,3785.066666666667,3852.06,16
31133842#0,4735.283333333333,2768.44,12
31133842#2,4717.465,2851.8675,12
31133850#1,4830.325,2805.1983333333333,12
31133850#3,4803.155,2869.69,12
31133850#4,4752.948333333333,2931.3283333333334,12
31133855#0,4580.736666666667,2860.41,12
31133855#2,4632.9,2902.175,12
31133881#0,4733.465,3135.76,12
31133881#1,4713.1483333333335,3107.4083333333333,12
31133881#2,4622.12,3035.99,12
31133881#3,4563.465,2989.885,12
31133881#4,4502.17,2939.925,11
31133881#6,4426.275,2880.14,11
31133881#7,4363.05,2831.665,11
31133881#8,4313.12,2792.195,11
31133881#9,4252.905000000001,2745.1850000000004,11
31133895#0,4167.285,2930.985,11
31133895#1,4099.223333333333,3015.3233333333333,11
31133923,4101.305,2932.435,11
31133930#0,4020.33,2925.82,11
31133930#1,3982.44,2893.8100000000004,11
31133931,3965.16,2960.245,11
31237829#0,3105.505,2361.665,5
31237829#2,3222.52,2454.34,5
31237829#4,3290.6075,2508.2225,5
31237872#0,3213.893333333333,2495.616666666667,5
31237881#0,3448.905,2876.04,10
31237881#1,3524.25,2781.23,10
31237884,3709.585,2901.2200000000003,11
31237885#0,3209.2666666666664,2685.238333333333,10
31237892#1,3352.353333333333,2776.39,10
31237892#2,3420.365,2785.955,10
31237892#3,3464.545,2820.895,10
31237892#4,3501.5,2850.26,10
31238049#0,3650.94,2937.3500000000004,11
31238049#1,3715.54,2944.525,11
31238049#2,3817.63,2955.713333333333,11
31258029,3443.105,2712.44,10
31258035#0,3454.5275,2620.715,10
31258035#1,3514.48,2677.98,10
31277568#0,7100.0125,4307.047500000001,19
31280270#0,7022.045,4291.905000000001,19
31280270#1,7018.115,4260.115,19
31280270#2,7013.66,4198.365,19
31280270#3,7008.355,4128.685,19
31280270#4,7004.735,4081.675,19
31280270#5,7002.81,4035.49,19
31280270#7,6998.665,3988.625,19
31280511#0,6924.4766666666665,4732.58,24
31280511#1,6991.035,4724.610000000001,24
31280511#2,7067.683333333333,4711.81,24
31280557#0,5112.725,5485.95,22
31280557#1,5140.184,5464.674,22
31280557#11,5385.704,5152.120000000001,22
31280557#14,5423.514999999999,5097.04,22
31280557#15,5442.0,5071.545,22
31280557#16,5539.938888888889,4992.5633333333335,23
31280557#3,5196.923333333333,5414.079999999999,22
31280557#5,5237.8075,5370.3125,22
31280557#7,5286.85,5299.445,22
31280557#9,5334.283333333333,5228.816666666667,22
31280575#0,5591.2875,4971.3525,23
31280634#0,5629.0625,4939.6275000000005,23
31280634#3,5551.995,4967.03875,23
31283271#0,3770.91,2784.37,11
31283271#1,3813.8,2818.365,11
31283271#2,3859.85,2854.86,11
31283271#3,3905.22,2890.82,11
31283278#0,3752.08,2847.795,11
31283278#1,3776.63,2816.595,11
31283278#2,3803.585,2782.35,11
31283316#0,3898.17,2857.465,11
31283316#1,3871.26,2891.465,11
31283316#2,3846.785,2922.385,11
31283323#0,3789.205,2850.075,11
31283323#1,3835.265,2886.475,11
31283330#0,3745.92,2974.7825000000003,11
31283330#2,3767.485,2922.8,11
31283330#3,3797.46,2883.445,11
31283330#4,3821.84,2852.395,11
31283330#5,3849.045,2818.27,11
31303234#0,4016.9166666666665,3971.213333333333,16
31303247#0,3965.73,3808.525,16
31303247#1,4000.925,3814.025,16
31303247#10,4204.5725,3836.525,16
31303247#12,4238.665,3838.68,16
31303247#13,4278.866666666666,3844.736666666666,16
31303247#15,4316.740000000001,3848.9233333333336,16
31303247#17,4365.83,3854.35,16
31303247#19,4394.975,3856.4225,16
31303247#3,4047.89,3819.206666666667,16
31303247#5,4086.55,3823.476666666667,16
31303247#7,4157.2375,3831.2925,16
31303267#0,4081.225,3655.595,16
31303267#1,4073.77,3709.5025,16
31336390#0,3151.6314285714284,5368.648571428572,20
31336390#10,3396.863333333333,5398.606666666667,20
31336390#12,3446.7000000000003,5404.223333333332,20
31336390#14,3493.1766666666667,5409.95,20
31336390#16,3535.9466666666667,5415.236666666667,20
31336390#2,3238.7433333333333,5379.156666666667,20
31336390#3,3273.92,5383.665,20
31336390#4,3300.86,5387.07,20
31336390#6,3325.4,5390.106666666667,20
31336390#9,3362.655,5394.780000000001,20
31336391#0,3562.4833333333336,5358.54,21
31336391#2,3598.27,5358.6900000000005,21
31336391#3,3621.72,5361.583333333333,21
313606688#1,3806.24,5532.695,26
313606688#10,3836.704,4823.162,21
313606688#2,3809.765,5468.049999999999,21
313606688#3,3813.44,5401.555,21
313606688#4,3816.765,5341.42,21
313606688#5,3819.31,5295.545,21
313606688#6,3820.015,5253.844999999999,21
313606688#7,3823.79,5214.5650000000005,21
313606688#8,3828.905,5121.110000000001,21
313606688#9,3837.445,4953.33,21
313776681#0,3354.675,5367.951666666667,20
313842576,6874.525,4932.795,24
313849419,5952.475,5527.4,28
313849721#0,5772.66,5435.35,23
313849721#1,5803.54,5433.42,23
313849721#10,5966.645,5437.615,23
313849721#12,6013.045,5438.07,23
313849721#13,6075.59,5439.915,23
313849721#14,6129.43,5440.255,23
313849721#15,6152.965,5440.545,23
313849721#16,6182.016666666666,5442.400000000001,23
313849721#17,6253.443333333334,5439.650000000001,28
313849721#2,5827.540000000001,5433.805,23
313849721#3,5851.435,5435.780000000001,23
313849721#5,5886.07,5436.330000000001,28
313849721#7,5907.68,5435.075000000001,23
313849721#8,5934.98,5437.110000000001,23
31450536#0,3969.276666666666,3925.26,16
31450536#2,3976.5575,3858.315,16
31450536#5,3986.6625,3765.4025,16
31857045#1,3395.5475,3191.8275,10
319196849#0,3760.293181818182,6262.760909090909,26
32204060#0,6565.625,1655.88,9
32204060#1,6561.82,1594.425,9
32204060#2,6558.545,1544.9450000000002,9
32204060#4,6554.59,1474.425,4
332854891#0,4308.472857142858,2121.307142857143,6
332854976#0,4102.18,1837.9566666666667,6
332854976#3,4104.575,1799.11,6
332854976#4,4106.91,1770.775,6
332854976#5,4084.66,1736.3166666666666,6
332854977#0,4042.215,1801.0775,6
332854977#1,4023.865,1762.13,6
332854977#2,4027.055,1735.965,6
332854977#3,4029.565,1706.905,6
332854977#4,4032.35,1676.77,6
332854977#5,4027.230000000001,1624.504,6
332854980#0,4027.230000000001,1624.504,6
332854982,4068.97,1751.345,6
332854984#0,4065.5775,1781.045,6
332854984#1,4151.700000000001,1788.645,6
332854984#2,4216.799999999999,1795.525,6
332854985,4166.174999999999,1819.97,6
332854987,4078.44,1694.605,6
332854988,4082.39,1665.99,6
332864965#0,4155.305,1759.0,6
332864965#1,4211.655,1764.25,6
34078512#1,6150.203333333334,3870.125,18
34078512#10,6290.23,4249.77,18
34078512#4,6178.163333333333,3946.146666666667,18
34078512#6,6190.743333333333,3985.62,18
34078512#7,6232.7475,4110.28,18
34078512#8,6268.875,4199.5,18
34078512#9,6281.73,4227.5,18
34078513#1,6386.655000000001,5267.45,23
34078513#11,6643.139999999999,5266.9325,24
34078513#12,6711.903333333333,5280.343333333333,24
34078513#3,6411.344999999999,5266.4,23
34078513#4,6430.84,5265.56,23
34078513#5,6451.255,5264.6,23
34078513#7,6485.975,5263.025,24
34078513#8,6522.075,5261.93,24
34078513#9,6556.78,5261.08,24
34078514#0,6462.887142857143,4542.175714285714,24
34078514#2,6514.7225,4720.5225,24
349459713#0,5394.3875,4741.85,22
349459713#11,4693.2,4799.62,22
349459713#2,5331.16,4757.95,22
349459713#3,5203.823333333334,4787.483333333334,22
349459713#5,5095.477142857142,4807.475714285714,22
349459713#8,4984.09,4810.18,22
349459713#9,4867.606666666667,4806.153333333333,22
365706946#0,6642.315,3709.695,19
365706946#0-AddedOffRampEdge,6704.945999999999,3713.132,19
365706946#2,7082.7080000000005,3668.744,19
365706952#0,6629.275000000001,3733.9616666666666,19
365706961#0,5913.851428571428,3899.302857142857,18
365706961#2,5853.515,3933.81,18
365706961#3,5714.802857142857,4075.7266666666665,18
367848150,3114.41375,3568.76375,15
367851531,7529.805,1547.295,9
367851534,6795.128571428571,1600.85,9
367851538#1,4427.7925,1402.7325,1
367851538#3,5849.004074074073,1604.2314814814815,8
367851541#0,4710.706363636364,1495.9136363636362,8
367851541#1,5055.075,1543.1775,7
368074414#0,5276.276666666667,1300.37,2
368074414#2,5270.43,1370.39,2
368074415#0,5394.963333333333,1335.9066666666668,2
368074415#2,5390.685,1383.375,2
368074416#0,5327.13,1316.9366666666667,2
368074417#0,5230.79,1394.75,2
368074417#1,5325.965,1403.905,2
368074417#2,5437.533333333333,1418.1033333333332,2
368074418#0,5237.35,1335.24,2
368074418#1,5298.5,1342.315,2
368074418#2,5358.75,1349.36,2
368074418#3,5429.846666666667,1357.8433333333337,2
368083792#0,3790.6,2027.61,6
368083792#2,3785.48,2124.07,6
368083792#3,3864.05,2149.28,6
368083794#0,5325.6466666666665,1265.1733333333334,2
368083795#0,5280.1900000000005,1239.5075,2
368083795#2,5353.02,1223.43,2
368083795#3,5392.546666666666,1229.3,2
368083796#0,5370.806666666666,1279.5666666666666,2
368083806#1,3584.02,3315.905,11
368083811#0,3999.13,2988.015,11
368083811#1,4053.375,2919.92,11
368083811#2,4091.105000000001,2872.2250000000004,11
368084601#0,3172.344,4555.578,20
368084601#1,2944.8841666666667,4621.170833333334,20
368084605,3207.875,4605.360000000001,20
368085647#1,2750.5764444444444,4768.989777777778,20
368085647#1-AddedOnRampEdge,3134.42,4527.483333333334,20
376496464,4158.98,1280.92375,1
376496465,4055.096590909091,1219.6054545454544,1
376499341#0,3351.3233333333333,974.3066666666668,0
376509517#0,4633.336875,1439.86625,2
376509517#1,4629.084,1424.852,2
376509518,4687.528333333334,1439.3066666666666,2
376509519,5439.955,1832.34,7
376769524#0,5620.446923076923,1453.9376923076925,3
376769524#10,6179.495,1534.8449999999998,8
376769524#11,6266.700000000001,1544.09,8
376769524#12,6353.105,1553.265,8
376769524#13,6405.512,1552.154,8
376769524#14,6426.95,1472.8100000000002,3
376769524#2,5688.0475,1482.825,3
376769524#3,5771.4,1491.765,3
376769524#4,5831.139999999999,1498.1,3
376769524#5,5865.745000000001,1501.77,8
376769524#6,5912.254999999999,1506.84,8
376769524#7,5971.24,1513.355,8
376769524#8,6056.445,1522.15,8
376769524#9,6132.915,1529.89,8
381710252,3091.744,1657.6740000000002,5
381710261#0,3493.371428571428,2002.2342857142853,5
382680734,7223.173333333333,1633.3833333333332,9
382681595#0,5888.518461538462,1544.6415384615384,9
388577152,4284.133333333334,1498.4366666666665,1
388577158,3268.822,1938.7580000000005,5
388577160#0,3384.9775,1040.2125,0
388577161#0,3349.986666666666,1234.5166666666669,0
388577161#2,3342.52,1302.835,0
388577161#3,3329.433333333333,1427.5933333333332,5
388577162#0,3379.53,951.595,0
388577162#1,3371.2325,1036.3125,0
388577163#0,3342.53,1459.253333333333,0
388577163#2,3353.885,1348.86,0
388577163#3,3365.69,1236.0566666666666,0
388577165#0,3177.22,2062.78,5
388577165#1,3074.4525000000003,2179.9975,5
388577168#1,4558.016666666666,1363.9116666666666,1
391222425#0,7318.163333333333,5402.776666666667,24
391222425#2,7257.725,5412.344999999999,24
397642511#1,3201.72,4881.4775,20
397642511#3,3162.024,4793.773999999999,20
397642511#5,3142.175,4717.5775,20
397642511#6,3136.494,4624.658,20
397642511#7,3124.8125,4516.205,20
397642511#8,3096.9075,4379.02625,15
400830758#0,3697.1188888888887,971.27,1
407150725#0,3829.006666666666,5280.259999999999,21
407150725#2,3837.93,5249.716,21
407976665,3468.85,5286.833333333333,20
407976667,3433.62,5276.9400000000005,20
407976668,3470.1800000000003,5263.6,20
407980531#0,3583.5066666666667,5398.143333333333,21
40971846,2976.8546666666666,806.3916666666667,0
420083581#0,3777.64,4769.63,21
420083581#2,3641.123333333333,4765.066666666667,21
420083581#4,3575.445,4764.59,21
420083581#5,3520.3675,4762.04,20
420083582,4029.726,4777.386,21
425464569,3754.0844444444447,3211.69,11
425464570#0,3853.262,2996.292,11
425464570#3,3827.984,3036.514,11
425640363,3740.725,3280.9149999999995,11
429714228#0,3404.3660000000004,1480.64,0
429714228#2,3358.8033333333333,1478.9166666666667,0
429870959#0,3884.0325,3028.0275,11
429870959#3,4016.535,3043.92,11
429870959#4,4161.5,3059.81,11
429970258,5978.63,5783.0650000000005,28
436182375#0,3221.74,3677.88,15
436182375#2,3178.815,3707.09,15
436182375#3,2781.75,3975.963913043478,15
44129629,7965.606,1531.606,9
44129862,7626.57,1572.82,9
44129866,7226.125,1587.69,9
443243639,6563.195999999999,3537.112,19
447340331#0,3550.75,3135.33,11
447340341#0,3913.566666666667,1679.7300000000002,6
447340341#1,3896.651666666666,1687.9133333333332,6
44838404#0,3521.6014285714286,926.21,0
44838404#2,3587.7566666666667,958.66,1
44838404#3,3610.24375,951.94,1
44838407#0,3526.245,755.6275,0
44838840#0,3593.9171428571426,1132.9514285714286,0
44838840#2,3534.3700000000003,1152.62,0
44838840#4,3494.8450000000003,1150.19,0
44838840#5,3427.167647058824,1114.3529411764705,0
44838842#0,3178.21,1235.5,0
44838842#1,3290.79,1248.115,0
44838843#0,4454.473333333333,2864.51,11
44838843#2,4380.99,2808.48,11
44838843#3,4330.91,2769.215,11
44838843#4,4270.805,2722.07,11
44838844#0,4263.525,2680.395,11
44838844#1,4300.665,2709.645,11
44838844#2,4348.005,2746.865,11
44838844#3,4398.925,2786.245,11
44838844#4,4471.113333333334,2844.5866666666666,11
44838845#0,4318.75,2686.945,11
44838845#1,4365.71,2724.0150000000003,11
44838845#2,4415.915,2763.625,11
44838845#3,4488.156666666667,2822.643333333333,11
44838846#0,4383.47,2701.17,11
44838846#1,4433.32,2740.77,11
44838846#2,4505.733333333333,2800.123333333333,12
44838847#0,4448.73,2721.21,11
44838847#1,4488.469999999999,2752.485,12
44838847#2,4511.385,2770.775,11
44838847#3,4536.650000000001,2793.123333333333,12
44838848#0,4563.860000000001,2758.95,12
44838848#2,4531.79,2743.715,12
44838848#3,4502.62,2735.74,12
44838849#0,4398.613333333334,2842.17,11
44838849#2,4416.435,2817.775,11
44838849#3,4433.015,2796.905,11
44838849#4,4449.87,2774.07,11
44838849#5,4466.425,2752.9,11
44838849#6,4480.635,2735.625,11
44838849#7,4499.036666666667,2713.3,12
44838850#0,4344.333333333333,2799.4966666666664,11
44838850#2,4361.07,2774.985,11
44838850#3,4377.38,2753.6800000000003,11
44838850#4,4394.8150000000005,2730.89,11
44838850#5,4411.125,2709.575,11
44838850#6,4427.763333333333,2690.463333333333,11
44838851#0,4298.563333333333,2763.5066666666667,11
44838851#2,4315.33,2739.15,11
44838851#3,4331.83,2717.77,11
44838851#4,4349.865,2694.865,11
44838851#5,4367.316666666667,2674.27,11
44838852#0,4283.225,2679.285,11
44838852#1,4302.143333333333,2657.523333333333,11
44838853#0,4224.003333333333,2705.276666666666,11
44838853#2,4240.825000000001,2680.72,11
44838853#3,4264.736666666667,2652.213333333333,11
44838854,4507.385,2750.505,12
44838855,4533.035,2763.345,12
44882717,2963.076,738.4526666666667,0
44882718,3499.8,1008.1333333333332,0
44882718-AddedOnRampEdge,3421.6325,978.4925,0
44883348#0,3395.8525,898.1125,0
44883349#0,3386.524,897.6780000000001,0
44883352#1,4230.1900000000005,2020.27,6
44883353#0,3185.3225,1847.04,5
44883354#0,3128.275,1710.38,5
44883354#1,3208.842222222222,1577.2933333333333,5
44883355#0,3240.63,1660.1625,5
44883356#0,3449.8425,1885.875,5
44883357#0,3524.5416666666665,1816.5725,5
44883357#10,3423.86875,1553.45125,5
44883357#3,3564.05,1687.33,6
44883357#4,3560.5829411764707,1520.884705882353,0
44883357#7,3445.9871428571428,1475.064285714286,0
44883380#0,3122.201,1293.828,0
44883824#1,4031.413076923077,2727.482307692308,11
44883988,4079.543157894736,1231.6684210526316,1
44884103,4295.45,1317.9566666666667,1
44884104#0,4275.8725,1497.025,1
44884105#0,4319.036666666667,1256.9566666666667,1
44884105#2,4329.903333333333,1137.7833333333335,1
44884344#0,3839.362307692308,1852.566923076923,6
44884346#0,3823.775,2195.013,6
44884346#1,4065.36,2248.54,6
44884347#0,3956.9366666666665,2058.47,6
44884347#3,3966.0466666666666,1975.736666666667,6
44884347#5,3970.68,1917.285,6
44884347#6,3978.3,1861.0833333333333,6
44884348,4278.035,1555.915,6
44884349#0,4952.856666666667,1662.9433333333334,7
44884349#3,4958.86,1608.78,7
44884349#5,4964.286666666667,1556.32,7
44884350#0,4666.803333333333,1626.2699999999998,7
44884350#2,4660.09,1708.33,7
44884350#3,4633.38,1961.1514285714288,7
44884351#1,4634.073333333333,2531.706666666667,12
44884352#0,4600.37,2304.52,7
44884352#1,4593.42,2370.5033333333336,6
44884353#0,4406.67,2315.7375,7
44884354#1,5060.905555555556,2756.7322222222224,12
44884379#0,4522.885,2831.985,12
44884379#1,4505.41,2853.99,11
44884379#2,4488.425,2874.885,11
44884379#3,4470.785,2896.66,11
44884379#4,4410.41,2972.3275,12
44884380#1,4222.014999999999,2625.17,11
44884380#2,4290.870000000001,2644.05,11
44884380#3,4340.445,2657.605,11
44884380#4,4403.085,2674.4700000000003,11
44884380#5,4469.78,2692.155,11
44884380#6,4564.02,2717.456666666667,12
44884380#9,4657.973333333332,2735.263333333334,12
44884381#0,4625.055,2602.135,12
44884381#1,4616.669999999999,2683.8966666666665,12
44884446#0,4579.849999999999,2909.846666666667,12
44884446#2,4668.749,2821.574,12
44884551#0,4327.498,3079.23,11
44884551#1,4350.81,3065.375,11
44884551#2,4418.06,2978.035,11
44884553,4283.11625,1462.9525,1
44884553-AddedOnRampEdge,4259.71,1343.980909090909,1
44884558#0,4748.4725,1449.6325,2
44884558#1,4643.99125,1419.45375,2
44884558#2,4344.807826086957,1426.4865217391305,1
44884558#2-AddedOnRampEdge,4475.97,1362.44625,1
44884663#0,3968.1577777777775,1070.8555555555556,1
44884663#2,4086.375,1138.56,1
44884663#3,4248.253333333333,1201.99,1
44884664#0,4143.5125,1112.5075,1
44884665#0,4386.256666666667,1254.9533333333334,1
44884665#2,4587.175,1329.215,2
44884665#3,4749.530000000001,1381.15,2
44884665#4,4900.225,1400.525,2
44884665#5,5026.591428571429,1299.68,2
44884665#6,4919.815,1200.2600000000002,2
44884666#0,4826.04,1357.215,2
44884666#1,4832.925,1282.33,2
44884666#2,4841.1866666666665,1221.6733333333334,2
44884666#4,4847.325000000001,1164.295,2
44884667#0,4977.35,1373.755,2
44884667#1,4984.275,1299.3649999999998,2
44884667#2,4990.68,1234.0749999999998,2
44884667#3,4997.58,1182.025,2
44884668#0,4677.53,1339.0766666666666,2
44884668#2,4684.1900000000005,1266.35,2
44884668#3,4695.139999999999,1174.6075,2
44884669#0,4504.01,1253.8200000000002,2
44884669#1,4516.335,1156.2975,2
44884670#0,4574.703333333334,1216.1766666666665,2
44884670#2,4764.5575,1236.3175,2
44884670#5,4914.11,1251.34,2
44884671#0,4756.42,1311.0700000000002,2
44884671#1,4906.655,1327.5549999999998,2
44884911#0,6556.085,827.0350000000001,4
44884911#2,6607.743333333333,1198.1366666666663,4
44884985#0,5638.813333333333,1351.5600000000002,3
44884985#10,6350.283333333333,1426.01,3
44884985#2,5707.21,1358.075,3
44884985#3,5783.26,1365.765,3
44884985#4,5842.514999999999,1372.17,3
44884985#5,5878.715,1376.305,3
44884985#6,5923.55,1381.235,3
44884985#7,5983.52,1387.515,3
44884985#8,6091.02,1399.83,3
44884985#9,6188.86,1410.975,3
44884987#0,5889.783333333333,1423.15,3
44884988#0,6162.8975,1471.66,3
44884989#1,5459.013333333333,2822.8266666666664,12
44886560#1,6640.933333333333,3698.316666666667,19
44886560#1-AddedOnRampEdge,6717.063333333333,3706.191666666666,19
44886562#0,6327.450000000001,3712.125,18
44886562#1,6307.84,3665.85,18
44886562#2,6288.42,3615.665,18
44886562#3,6270.6900000000005,3570.045,18
44886562#4,6253.245,3524.14,18
44886562#5,6198.4,3514.03,18
44886562#7,6071.48,3563.465,18
44886562#8,5971.721111111111,3686.076111111111,18
44886562#9,5949.783333333333,3829.5416666666665,18
44886563,6154.01875,3435.73625,13
44886564#0,5726.374285714286,3934.14,18
44886564#2,5465.965,3924.3,17
44886564#4,5369.585,3921.62,17
44886564#5,5253.375,3916.225,17
449224176,3164.485,4286.325,15
449226388#0,3244.505,4225.305,15
449226388#1,3279.2566666666667,4218.043333333334,15
449262984,3269.1800000000003,4259.835,15
449262991#0,3344.6966666666667,4170.003333333333,15
449399206#0,2975.192307692308,4094.582692307692,15
449399206#11,3280.07,3995.915,15
449399206#12,3320.4700000000003,3993.95,15
449399206#9,3233.92,3999.33,15
449410602#0,3218.763333333334,3832.306666666667,15
449490580#2,3222.48,3966.385,15
449490580#3,3220.4600000000005,3989.506666666666,15
449490580#5,3223.646666666667,4011.6666666666665,15
449490580#7,3234.52,4037.285,15
449490580#8,3256.1325,4102.4775,15
449687864#0,3254.405,4014.81,15
45018631#0,5522.0525,4048.4775,18
45018631#10,5356.98,2798.9700000000003,12
45018631#2,5496.255,3753.056666666667,17
45018631#3,5353.724444444445,3524.651111111112,17
45018631#5,5333.025,3361.03,12
45018631#6,5334.37,3253.42,12
45018631#7,5339.79,3135.245,12
45018631#8,5351.803333333333,2899.5733333333337,12
45018632#0,5464.41,1554.6733333333334,7
45018632#2,5454.075,1649.41,8
45018632#4,5442.450000000001,1758.215,7
45018632#5,5437.87,1803.385,7
45018632#6,5413.42,2036.582,7
45018632#7,5369.233333333334,2455.3233333333333,7
45018813#0,5296.998095238096,742.12,2
463791516,5472.473333333332,5677.973333333332,27
46655387#0,6956.413333333334,3711.84,19
46655387#10,6193.9225,3930.5325,18
46655387#2,6724.123333333333,3750.683333333333,19
46655387#4,6613.03,3772.156666666667,19
46655387#6,6533.58,3803.415,18
46655387#7,6408.465,3851.015,18
46655387#8,6283.594999999999,3899.775,18
46655387#9,6222.735000000001,3923.345,18
46655426#0,6863.96,4714.84,24
46655426#1,6866.02,4677.049999999999,24
46655426#10,6892.453333333334,4369.669999999999,19
46655426#2,6869.455,4623.575,24
46655426#3,6871.924999999999,4590.35,24
46655426#4,6873.855,4566.795,24
46655426#5,6877.9400000000005,4537.389999999999,24
46655426#7,6883.08,4476.685,24
46655426#8,6885.13,4434.885,19
46655426#9,6887.84,4404.005,19
46655427#0,7079.9400000000005,4300.955,19
46655427#1,7043.344999999999,4308.8,19
46655427#2,6993.34,4319.505,19
46655427#3,6923.349999999999,4336.77,19
467583420,6974.715,5198.955,24
467595729#0,5952.898571428572,4769.838571428571,23
467595978#0,6280.764999999999,4663.5,23
467595978#1,6236.603333333333,4674.2266666666665,23
467596276#0,6346.065,4665.365,23
467596276#1,6359.27,4704.395,23
467596276#2,6368.6900000000005,4731.5650000000005,23
467596276#3,6373.413333333333,4754.743333333333,23
467596276#4,6380.87,4795.943333333334,23
467596277,6328.935,4696.139999999999,23
467596342#0,6627.125714285714,3866.762857142857,19
46875475#0,6415.08,1016.43,4
46876504#11,5430.046666666666,1499.5199999999998,2
46876504#13,5151.046666666666,1470.26,2
46876504#13-AddedOnRampEdge,5306.166666666667,1488.013333333333,2
46876504#2,6511.165,1614.33,9
46876504#4,6240.246666666666,1585.6566666666663,8
46876504#4-AddedOnRampEdge,6420.616666666666,1606.7866666666666,8
46876504#5,6026.075,1564.81,8
46876504#5-AddedOffRampEdge,5961.54,1557.805,8
46876504#5-AddedOnRampEdge,6090.61,1571.815,8
46876504#6,5795.25,1540.295,8
46876504#6-AddedOffRampEdge,5626.795,1522.785,8
46876504#7,5511.975,1508.31,8
47120880#0,4466.57,5625.475,26
47120880#1,4464.425,5668.83,26
47120880#2,4448.847692307692,6138.445769230769,26
4853035#0,2961.8841666666667,653.2475000000001,0
4854228,2957.235,725.9583333333334,0
4854234,3640.2575,1074.9,1
4854234-AddedOffRampEdge,3829.025,1150.595,1
4854235,4295.348571428572,1448.13,1
4854236,3944.025,1192.8675,1
4857045,5628.746666666666,1587.2141666666666,8
4857046,5651.636666666666,1540.861666666667,8
