node1,node2
4619,5403
4619,6355
4620,890
4620,4598
4620,4648
4620,5404
4621,855
4621,892
4621,1044
4621,4832
4622,891
4622,893
4622,4573
4622,4584
4623,845
4623,892
4623,1893
4623,6124
4624,840
4624,895
4624,3425
4624,8370
4624,8381
4625,894
4625,4568
4625,8333
4626,1396
4626,3165
4626,6259
4626,7966
4627,843
4627,898
4627,1895
4627,6129
4628,897
4628,899
4628,4571
4628,4805
4628,7250
4629,898
4629,900
4629,1032
4629,2655
4629,4833
4630,899
4630,1057
4630,2478
4630,6972
4631,1880
4631,1918
4631,3750
4631,4862
4631,7650
4631,7662
4632,908
4632,989
4632,1589
4632,4756
4632,5668
4633,904
4633,914
4633,2684
4633,7274
4634,903
4634,905
4634,2677
4634,7283
4635,834
4635,904
4635,906
4635,7276
4636,905
4636,907
4636,2685
4636,4562
4637,906
4637,1523
4637,2873
4637,3880
4637,5556
4637,7284
4638,902
4638,909
4638,1588
4638,2674
4638,5669
4639,908
4639,910
4639,1582
4639,7273
4640,909
4640,911
4640,2688
4640,5646
4641,910
4641,912
4641,2672
4641,7287
4642,911
4642,913
4642,2673
4642,7271
4643,912
4643,914
4643,7272
4643,7676
4644,903
4644,913
4644,2675
4644,3010
4645,885
4645,916
4646,915
4646,917
4646,4615
4646,4615
4647,838
4647,885
4647,916
4647,918
4648,917
4648,4566
4648,4598
4648,4620
4649,875
4649,920
4649,1903
4649,2693
4649,6113
4650,919
4650,922
4650,2908
4650,7292
4651,929
4651,1585
4652,920
4652,923
4652,2909
4652,7536
4653,922
4653,924
4653,2910
4653,7537
4654,923
4654,925
4654,2911
4654,7538
4655,924
4655,926
4655,2907
4655,7539
4656,889
4656,925
4656,927
4656,7535
4657,883
4657,926
4657,928
4657,4618
4658,927
4658,929
4658,4613
4658,7534
4659,921
4659,928
4659,2906
4659,5649
4660,872
4660,932
4660,986
4660,4753
4661,930
4661,933
4661,4590
4661,4602
4662,861
4662,932
4662,934
4662,4579
4663,851
4663,933
4663,935
4663,2725
4664,934
4664,936
4664,4593
4664,7330
4665,864
4665,935
4665,937
4665,2723
4666,936
4666,938
4666,2721
4666,7328
4667,876
4667,931
4667,937
4667,7326
4668,938
4668,2996
4668,4606
4668,7664
4669,43
4669,2331
4669,4670
4669,6761
4670,43
4670,2330
4670,3517
4670,4669
4670,6699
4671,939
4671,940
4671,6312
4672,957
4672,1471
4672,1472
4672,4721
4673,941
4673,1473
4673,4000
4673,4709
4674,343
4674,6949
4675,1417
4675,1752
4675,4735
4676,1416
4676,5331
4676,5434
4677,1455
4677,5438
4678,1421
4678,1459
4678,7180
4679,2470
4679,2471
4679,6950
4680,2463
4680,6942
4680,6951
4681,2462
4681,5931
4681,6943
4682,5759
4682,6940
4683,976
4683,5756
4683,6937
4684,971
4684,2460
4685,4705
4685,4728
4686,349
4686,953
4686,4012
4687,348
4687,952
4687,4013
4687,7298
4688,974
4688,2694
4688,4704
4688,4730
4689,973
4689,2457
4689,4731
4689,4733
4690,962
4690,1414
4690,4720
4690,5326
4690,5448
4691,951
4691,955
4691,4698
4691,4708
4692,350
4692,431
4692,945
4692,4015
4693,944
4693,946
4693,2615
4694,945
4694,4701
4694,7149
4695,966
4695,969
4695,1330
4695,4724
4695,4725
4696,949
4696,965
4696,4723
4696,5468
4697,948
4697,970
4697,4726
4698,951
4698,957
4698,4691
4698,4710
4699,943
4699,950
4699,4714
4700,1474
4700,6667
4700,6669
4701,2287
4701,4694
4702,946
4702,4738
4703,4739
4703,7184
4704,348
4704,953
4704,2694
4704,4011
4704,4688
4705,347
4705,952
4705,4012
4705,4685
4706,955
4706,4715
4706,5886
4707,943
4707,954
4707,956
4707,4716
4708,955
4708,959
4708,4691
4708,4710
4709,941
4709,950
4709,958
4709,4673
4710,957
4710,959
4710,4698
4710,4708
4711,956
4711,958
4711,960
4711,4022
4712,358
4712,959
4712,961
4712,2617
4713,960
4713,6729
4713,7151
4714,1470
4714,4699
4714,5480
4715,951
4715,955
4715,4706
4716,357
4716,954
4716,4020
4716,4707
4717,1470
4717,5859
4717,5886
4717,7682
4718,4727
4718,4734
4718,5858
4718,7683
4719,942
4719,963
4719,1419
4719,5334
4720,962
4720,4690
4721,965
4721,1471
4721,4672
4721,5478
4722,948
4722,964
4722,966
4723,947
4723,965
4723,967
4723,4696
4723,5150
4724,966
4724,1330
4724,2076
4724,3647
4724,4695
4724,5693
4725,969
4725,4695
4725,5116
4726,947
4726,968
4726,970
4726,4697
4727,949
4727,969
4727,4718
4728,347
4728,972
4728,4010
4728,4685
4729,346
4729,971
4729,973
4729,2459
4729,4011
4730,972
4730,974
4730,4688
4730,6939
4731,973
4731,975
4731,4689
4731,7302
4732,974
4732,976
4732,2456
4732,2698
4733,975
4733,2457
4733,4689
4733,6936
4734,4718
4734,5858
4734,7215
4734,7683
4735,1336
4735,1417
4735,4675
4735,5161
4736,5857
4736,7030
4736,7682
4737,2310
4737,6715
4738,2309
4738,4702
4738,6716
4739,4703
4739,7149
4740,432
4740,2615
4741,344
4741,431
4741,4015
4742,351
4742,3999
4742,4008
4743,979
4743,1863
4744,977
4744,978
4745,2444
4745,6634
4745,6929
4746,3737
4747,3078
4747,7754
4747,7761
4747,7866
4748,983
4748,3984
4748,7758
4749,324
4749,324
4749,982
4749,984
4749,3983
4750,323
4750,983
4750,985
4750,3328
4750,3984
4750,8250
4751,984
4751,3327
4751,3469
4751,8251
4751,8424
4752,115
4752,930
4752,987
4752,3693
4752,5861
4753,846
4753,986
4753,988
4753,4660
4754,987
4754,989
4754,4574
4754,4576
4755,848
4755,902
4755,988
4755,990
4756,989
4756,1882
4756,4632
4756,5657
4756,6113
4759,6848
4759,6850
4759,7143
4760,2404
4760,2609
4760,6849
4760,7529
4761,991
4761,2405
4762,993
4762,4763
4762,6847
4762,6864
4763,90
4763,993
4763,3642
4763,4762
4764,991
4764,992
4765,5739
4765,5744
4765,6835
4766,2409
4766,5697
4766,7064
4766,7627
4767,995
4767,1012
4767,4786
4767,7420
4768,994
4768,997
4768,2799
4768,2801
4769,1004
4769,2933
4769,7432
4769,8420
4770,995
4770,998
4770,2794
4770,7418
4771,997
4771,999
4771,2786
4771,7404
4771,7413
4772,998
4772,1000
4772,2785
4772,4854
4772,7405
4773,999
4773,1001
4773,1078
4773,2816
4774,1000
4774,1002
4774,2813
4774,7436
4775,1001
4775,1003
4775,4850
4775,7433
4776,1002
4776,1004
4776,1065
4776,1074
4777,996
4777,1003
4777,3094
4777,4841
4778,1006
4778,1017
4778,2935
4778,7592
4779,1005
4779,1009
4779,2812
4779,4790
4780,1008
4780,1016
4780,1049
4780,7426
4781,1007
4781,1074
4781,4825
4781,4849
4782,1006
4782,1010
4782,7430
4782,7431
4783,1009
4783,1011
4783,1029
4783,2811
4784,1010
4784,1012
4784,4802
4784,5543
4785,994
4785,1011
4785,1013
4785,1512
4786,1012
4786,1014
4786,2800
4786,4767
4787,1013
4787,1015
4787,7419
4787,7428
4788,1014
4788,1016
4788,2809
4788,4871
4789,1007
4789,1015
4789,1095
4789,2807
4790,1005
4790,1018
4790,4779
4790,4803
4790,7429
4791,1017
4791,1030
4791,1094
4791,2810
4791,4869
4792,1020
4792,2180
4792,6484
4792,7899
4793,1019
4793,1672
4793,3110
4793,3904
4793,5818
4794,156
4794,3749
4795,1026
4795,1069
4795,4844
4796,153
4796,1024
4796,1028
4796,2979
4796,3748
4796,7649
4797,1023
4797,1080
4797,2980
4797,4855
4797,7638
4797,7648
4798,153
4798,1070
4798,3746
4798,4847
4799,1022
4799,1068
4799,2663
4799,4845
4799,7258
4800,1056
4800,2479
4800,4833
4800,6973
4801,154
4801,1023
4801,3747
4802,1010
4802,1030
4802,4784
4802,7431
4803,1018
4803,1029
4803,2812
4803,4790
4803,7429
4804,1049
4804,1078
4804,4826
4804,4853
4805,899
4805,1897
4805,4628
4805,6130
4805,7250
4806,3113
4806,5532
4806,7903
4807,2257
4807,6607
4807,8336
4808,3115
4808,5530
4808,7905
4809,1035
4809,1088
4809,2884
4809,4865
4810,1034
4810,1036
4810,7496
4810,7503
4811,1035
4811,1037
4811,2877
4811,7655
4812,1036
4812,1038
4812,2986
4812,7502
4813,1037
4813,1039
4813,2876
4813,2883
4814,1038
4814,1712
4814,5863
4814,7495
4815,1041
4815,1889
4815,6122
4815,7269
4816,1040
4816,1042
4816,2670
4816,7270
4817,1041
4817,1043
4817,2671
4817,7467
4818,1042
4818,1044
4818,2668
4818,2848
4819,891
4819,1043
4819,1056
4819,7267
4820,176
4820,181
4820,246
4820,3885
4820,3898
4821,3114
4821,5531
4821,7904
4822,1048
4822,1052
4822,1096
4822,4829
4823,1047
4823,4872
4824,3116
4824,5529
4824,7906
4825,1007
4825,1031
4825,1050
4825,4781
4826,1049
4826,1051
4826,1075
4826,4804
4827,1050
4827,1077
4827,4851
4827,4852
4828,110
4828,1047
4828,1053
4828,3682
4829,1052
4829,1054
4829,1072
4829,4822
4829,4847
4830,155
4830,1053
4830,1071
4830,3748
4830,4848
4831,3112
4831,5533
4831,7902
4832,1027
4832,1044
4832,1057
4832,4621
4833,900
4833,1056
4833,4629
4833,4800
4834,1059
4834,2664
4834,3881
4834,4840
4834,7261
4834,7743
4835,1058
4835,1060
4835,1064
4835,7491
4836,1059
4836,2650
4836,2872
4836,7245
4837,1062
4837,1067
4837,2664
4837,4844
4837,7259
4838,1061
4838,1063
4838,2663
4838,3030
4838,7260
4838,7743
4839,1062
4839,1064
4839,2872
4839,3029
4839,7744
4840,1059
4840,1063
4840,4834
4840,7491
4841,1003
4841,1066
4841,1093
4841,4777
4842,1065
4842,2934
4842,4869
4842,8421
4843,230
4843,1061
4843,1068
4843,3882
4844,1026
4844,1067
4844,1069
4844,4795
4844,4837
4845,1022
4845,1068
4845,2647
4845,4799
4845,7242
4846,150
4846,1025
4846,1071
4846,3745
4847,1054
4847,1070
4847,1072
4847,4798
4847,4829
4848,1053
4848,1071
4848,2992
4848,4830
4848,7660
4849,1074
4849,1094
4849,4781
4849,4871
4850,1003
4850,1008
4850,1073
4850,4775
4851,1050
4851,1076
4851,4827
4851,7405
4852,1075
4852,1077
4852,2786
4852,4827
4853,1051
4853,1076
4853,1078
4853,4804
4854,1000
4854,1031
4854,1077
4854,4772
4855,1080
4855,3344
4855,4797
4855,7638
4855,8268
4856,1024
4856,1079
4856,1081
4856,2970
4856,7637
4857,1080
4857,1082
4857,2969
4857,7636
4858,1081
4858,1083
4858,2968
4858,7635
4859,1082
4859,1084
4859,2967
4859,7634
4860,1083
4860,1085
4860,2965
4860,2966
4861,1084
4861,1086
4861,7633
4861,7647
4862,1085
4862,1880
4862,1918
4862,2978
4862,3750
4862,4631
4862,7650
4862,7662
4863,1088
4863,2488
4863,2877
4863,3958
4863,6983
4863,7497
4864,1034
4864,1087
4864,1089
4864,2878
4864,7496
4865,1088
4865,1090
4865,2878
4865,4809
4866,1089
4866,1091
4866,2982
4866,7497
4867,1090
4867,1092
4867,7500
4867,7651
4868,128
4868,1091
4868,2881
4868,3711
4868,5013
4869,1065
4869,1094
4869,4791
4869,4842
4870,1018
4870,1073
4870,1093
4870,1095
4871,1016
4871,1094
4871,4788
4871,4849
4872,1047
4872,2990
4872,4823
4872,7658
4873,3844
4873,7240
4874,3846
4874,7238
4875,3825
4875,5899
4875,7231
4876,1102
4876,3845
4876,7239
4877,1104
4877,4881
4877,6276
4878,1113
4878,4892
4878,7936
4879,3847
4879,6281
4880,1100
4880,1103
4880,2622
4880,3846
4881,1102
4881,1104
4881,4877
4881,7174
4882,1103
4882,1105
4882,7174
4883,1104
4883,2622
4883,7928
4884,214
4884,3827
4884,3858
4885,1108
4885,3250
4885,5132
4886,1107
4886,1109
4886,8111
4887,1108
4887,1110
4887,3853
4887,3855
4888,1109
4888,1111
4888,3854
4889,1110
4889,1112
4889,3833
4889,5892
4890,1111
4890,1113
4890,1725
4890,7241
4891,1101
4891,1112
4891,1114
4891,7231
4892,1113
4892,4878
4892,5899
4893,3091
4893,6956
4893,7882
4894,1360
4894,5205
4895,1359
4895,5182
4895,5206
4896,1117
4896,1132
4896,4919
4896,8153
4897,1116
4897,1118
4897,4974
4897,8155
4898,1117
4898,1119
4898,1183
4898,1275
4899,1118
4899,1120
4899,5010
4899,5071
4900,1119
4900,1121
4900,1217
4900,5022
4901,1120
4901,1122
4901,1163
4901,1229
4902,1121
4902,1123
4902,1252
4902,4954
4902,5044
4903,1122
4903,1177
4903,1251
4903,1977
4903,5045
4903,5060
4904,1125
4904,1988
4904,6219
4904,8156
4905,1124
4905,1126
4905,1224
4905,1987
4905,6220
4906,1125
4906,1127
4906,1278
4906,5017
4906,5073
4907,1126
4907,1128
4907,1249
4907,1277
4907,5041
4907,5074
4908,1127
4908,1129
4908,1248
4908,5032
4908,5042
4909,1128
4909,1130
4909,1214
4909,1239
4910,1129
4910,1229
4910,5007
4910,5021
4912,5564
4912,5568
4913,1503
4913,1620
4913,1980
4913,5526
4913,5721
4914,5571
4914,5574
4914,5583
4914,8120
4915,1527
4916,5570
4917,5057
4917,5567
4917,5577
4917,5579
4918,294
4918,1116
4918,1133
4918,3949
4919,1132
4919,1134
4919,4896
4919,4959
4920,1133
4920,1135
4920,1168
4920,4963
4920,5004
4921,1134
4921,1136
4921,1172
4921,1212
4921,6182
4922,1135
4922,1137
4922,1614
4922,1950
4922,5713
4923,1136
4923,1613
4923,5514
4923,5516
4923,5714
4924,6678
4924,6964
4924,8118
4925,119
4925,1140
4925,2263
4925,3707
4925,4945
4926,1139
4926,1145
4926,1159
4926,1930
4927,1142
4927,1149
4927,1942
4927,1943
4928,1141
4928,1143
4928,3070
4928,6174
4928,7880
4929,1142
4929,1144
4929,1926
4929,3090
4929,7860
4930,1143
4930,6158
4931,1140
4931,1146
4931,1204
4931,6162
4932,1145
4932,1147
4932,4996
4932,4999
4933,1146
4933,1148
4933,1207
4933,1925
4934,1147
4934,1149
4934,6157
4934,6613
4935,1141
4935,1148
4935,6175
4935,8152
4936,296
4936,1151
4936,3951
4936,4984
4936,5047
4937,1150
4937,1152
4937,1193
4937,1219
4937,5011
4938,1151
4938,1153
4938,1218
4938,1242
4938,5012
4938,5034
4939,1152
4939,1154
4939,1241
4939,5035
4939,6172
4940,1153
4940,1155
4940,1940
4940,5001
4941,1154
4941,1156
4941,1209
4941,4982
4942,1155
4942,1157
4942,1191
4942,1236
4942,5028
4943,1156
4943,1158
4943,1198
4943,1235
4943,4988
4943,5029
4944,1157
4944,1159
4944,1167
4944,1197
4944,4989
4945,1140
4945,1158
4945,4925
4945,4958
4946,5573
4946,8151
4946,8450
4947,5570
4948,1527
4948,5566
4949,5571
4949,5575
4949,5580
4950,6961
4951,235
4951,1187
4951,6488
4952,1267
4952,5062
4953,1244
4953,5036
4954,1121
4954,1164
4954,1991
4954,4902
4955,1163
4955,6223
4956,1492
4956,1977
4956,5506
4956,6210
4957,2708
4957,6179
4957,7311
4958,119
4958,1158
4958,3705
4958,4945
4958,7304
4959,1134
4959,4919
4960,1201
4960,1268
4960,4991
4960,5065
4961,1623
4961,5724
4962,1491
4962,1978
4962,5505
4962,6211
4963,1135
4963,1258
4963,4920
4963,5004
4963,5052
4964,1267
4964,5005
4964,5064
4965,1490
4965,1979
4965,5503
4965,6212
4966,1211
4966,5004
4967,1234
4967,1244
4967,5026
4967,5038
4967,5706
4968,1123
4968,1264
4968,1493
4968,5507
4968,6209
4969,1179
4969,1191
4969,1236
4969,4981
4969,5030
4970,1178
4970,1180
4970,1190
4970,1209
4970,4982
4970,5000
4971,1179
4971,1181
4971,1208
4971,1241
4971,5001
4971,5033
4972,1180
4972,1182
4972,1220
4972,1240
4972,5012
4972,5034
4973,1181
4973,1193
4973,1219
4973,4983
4973,5013
4974,1118
4974,1988
4974,4897
4974,6221
4975,116
4975,1185
4975,1655
4975,2702
4975,3704
4976,261
4976,1184
4976,2666
4976,3912
4976,5798
4976,7306
4977,1986
4977,5002
4977,6219
4977,8156
4978,1160
4978,1196
4978,3886
4978,4986
4979,297
4979,1189
4979,3952
4979,6558
4980,241
4980,1188
4980,2218
4980,3891
4981,130
4981,1179
4981,1191
4981,3718
4981,4969
4982,1156
4982,1178
4982,1190
4982,4941
4982,4970
4983,1193
4983,4973
4984,1151
4984,1182
4984,1192
4984,4936
4985,1231
4985,5025
4986,1196
4986,4978
4986,6489
4987,1187
4987,1195
4987,1227
4987,5019
4988,132
4988,1158
4988,1198
4988,3705
4988,4943
4989,1157
4989,1197
4989,1199
4989,4944
4989,6162
4990,1198
4990,1205
4990,1930
4990,4996
4991,1201
4991,1213
4991,4960
4991,5006
4992,1169
4992,1200
4992,1263
4992,5055
4993,1223
4993,1260
4993,5015
4993,5054
4994,1262
4994,2706
4994,5006
4994,5054
4994,7311
4995,1200
4995,1203
4995,1261
4995,5005
4995,5055
4996,1145
4996,1205
4996,4932
4996,4990
4997,1199
4997,1204
4997,1206
4997,1235
4998,1205
4998,1207
4998,5028
4998,5504
4999,1147
4999,1206
4999,1489
4999,4932
5000,129
5000,1180
5000,1209
5000,3717
5000,4970
5001,1155
5001,1179
5001,1208
5001,4940
5001,4971
5002,1211
5002,1986
5002,4977
5002,6219
5002,8157
5003,1175
5003,1210
5003,1212
5003,8158
5004,1135
5004,1211
5004,4920
5004,4963
5004,4966
5005,1200
5005,1267
5005,4964
5005,4995
5005,5064
5006,1213
5006,1262
5006,4991
5006,4994
5006,5054
5007,1129
5007,1215
5007,4910
5007,5042
5008,1214
5008,1216
5008,1249
5008,6990
5009,1215
5009,1217
5009,2492
5009,6222
5010,1120
5010,1216
5010,1990
5010,4899
5011,1152
5011,1219
5011,1494
5011,4937
5011,5510
5012,1151
5012,1182
5012,1218
5012,1220
5012,4938
5012,4972
5013,128
5013,1181
5013,1219
5013,3711
5013,4868
5013,4973
5014,1222
5014,1260
5014,2704
5014,7310
5015,1221
5015,1223
5015,4993
5015,5053
5016,1202
5016,1222
5016,1633
5016,5732
5017,1125
5017,1225
5017,1986
5017,4906
5017,6217
5018,1224
5018,1985
5018,6218
5018,8158
5019,1227
5019,1626
5019,4987
5019,5727
5020,237
5020,1196
5020,1226
5020,3887
5021,1229
5021,1617
5021,4910
5021,5536
5021,5718
5022,1121
5022,1130
5022,1228
5022,4900
5023,300
5023,1496
5023,3955
5023,5035
5023,5510
5024,1194
5024,1232
5024,1273
5024,5070
5025,1231
5025,4985
5026,1234
5026,3081
5026,4967
5026,5706
5026,7876
5027,1176
5027,1233
5027,1266
5027,1607
5027,1952
5027,5061
5028,1157
5028,1205
5028,1236
5028,4942
5028,4998
5029,1156
5029,1178
5029,1235
5029,1237
5029,4943
5030,132
5030,1236
5030,3718
5030,4969
5031,1239
5031,1983
5031,8162
5032,1129
5032,1238
5032,4908
5032,6215
5033,128
5033,1181
5033,1241
5033,3716
5033,4971
5034,1153
5034,1180
5034,1240
5034,1242
5034,4938
5034,4972
5035,1152
5035,1241
5035,1496
5035,4939
5035,5023
5035,5510
5036,1244
5036,1263
5036,1269
5036,4953
5037,1162
5037,1176
5037,1243
5037,1245
5038,1244
5038,1246
5038,4967
5038,5708
5039,1245
5039,1605
5039,1609
5039,3087
5039,7876
5040,1248
5040,1984
5040,6215
5040,8161
5041,1128
5041,1247
5041,1249
5041,1983
5041,4907
5041,6216
5042,1127
5042,1215
5042,1248
5042,4908
5042,5007
5043,1251
5043,1619
5043,5539
5043,5720
5043,6223
5044,1123
5044,1250
5044,1252
5044,1991
5044,4902
5045,302
5045,1122
5045,1251
5045,1253
5045,3955
5045,4903
5046,301
5046,1252
5046,3956
5047,296
5047,1255
5047,2218
5047,3951
5047,4936
5047,7262
5048,240
5048,1254
5048,1256
5048,2666
5048,3890
5048,6558
5049,239
5049,1255
5049,1625
5049,3891
5049,5724
5050,1258
5050,1635
5050,1950
5050,5713
5051,1172
5051,1257
5051,1259
5051,6182
5052,1258
5052,4963
5053,1202
5053,1221
5053,1261
5053,5015
5054,1260
5054,1262
5054,4993
5054,4994
5054,5006
5055,1203
5055,1261
5055,1263
5055,4992
5055,4995
5056,1201
5056,1243
5056,1262
5056,5065
5057,4917
5057,5577
5059,5565
5059,5572
5060,299
5060,1177
5060,1977
5060,3954
5060,4903
5061,1266
5061,1630
5061,1952
5061,5027
5061,5544
5061,5731
5062,1234
5062,1265
5062,1267
5062,4952
5062,6184
5063,1161
5063,1173
5063,1213
5063,1266
5063,1268
5064,1169
5064,1267
5064,1269
5064,4964
5064,5005
5065,1243
5065,1268
5065,4960
5065,5056
5066,1271
5067,1270
5067,1272
5067,8147
5067,8147
5068,1271
5068,1273
5068,8150
5069,1231
5069,1272
5069,1274
5069,8149
5070,1273
5070,5024
5070,5366
5071,1118
5071,1276
5071,1990
5071,4899
5071,6221
5072,1275
5072,1277
5072,1989
5072,2492
5072,6222
5073,1127
5073,1276
5073,1278
5073,4906
5073,6990
5074,1126
5074,1277
5074,1279
5074,1985
5074,4907
5074,6216
5075,1278
5075,1984
5075,6217
5075,8159
5076,1281
5076,8120
5077,1280
5077,3265
5077,8145
5077,8151
5078,2288
5078,3264
5078,8117
5078,8449
5079,2630
5079,2634
5079,7190
5079,7199
5080,1285
5080,1296
5080,2116
5080,3157
5080,5091
5080,6419
5081,1284
5081,1295
5081,1301
5081,5092
5081,5096
5081,7982
5082,1287
5082,1298
5082,2070
5082,6360
5083,1286
5083,2120
5083,5094
5083,6421
5084,1289
5084,1299
5084,2069
5084,5094
5084,6359
5085,1288
5085,1290
5085,1298
5085,5093
5085,5095
5086,1289
5086,1297
5086,2119
5086,6420
5087,1292
5087,1297
5087,2117
5087,5092
5087,6420
5088,1291
5088,1293
5088,1296
5088,1300
5088,5093
5088,5095
5089,1292
5089,1294
5089,1299
5089,3168
5089,5096
5090,1293
5090,2069
5090,6357
5090,7992
5091,1285
5091,1296
5091,5080
5091,6334
5092,1284
5092,1292
5092,1295
5092,1297
5092,5081
5092,5087
5093,1290
5093,1291
5093,1296
5093,5085
5093,5088
5094,1286
5094,1289
5094,1299
5094,5083
5094,5084
5095,1288
5095,1293
5095,1298
5095,1300
5095,5085
5095,5088
5096,1292
5096,1299
5096,1301
5096,5081
5096,5089
5096,7982
5097,1285
5097,1300
5097,3158
5097,6331
5098,2468
5098,6946
5099,2466
5099,5931
5099,6946
5100,2470
5100,6948
5101,3347
5101,5121
5101,6952
5101,8370
5102,3426
5103,3733
5103,5665
5103,6930
5103,8333
5104,1306
5104,1311
5104,5109
5104,5158
5105,1305
5105,1310
5105,5110
5105,5452
5106,1308
5106,3180
5106,8008
5107,1307
5107,3181
5107,3182
5107,8003
5107,8007
5107,8007
5108,203
5108,1313
5108,1610
5108,3795
5108,5113
5109,1306
5109,1311
5109,3188
5109,5104
5109,5357
5110,1305
5110,1310
5110,1312
5110,5105
5110,6406
5111,1311
5111,6407
5112,1309
5112,1314
5113,1313
5113,2051
5113,5108
5113,6308
5114,1328
5114,5117
5114,5120
5114,7685
5115,967
5115,968
5115,5694
5115,6367
5116,4725
5116,5153
5117,5114
5117,5120
5117,7685
5118,1334
5118,1334
5118,2122
5118,3540
5119,3646
5119,5159
5119,6428
5119,6429
5120,1332
5120,2126
5120,3538
5120,5114
5120,5117
5120,7685
5121,1993
5121,3347
5121,5101
5121,6952
5122,55
5122,2644
5122,5132
5122,6282
5122,7926
5122,7996
5123,6225
5123,6284
5123,6392
5124,2098
5124,6277
5124,6283
5124,8318
5125,3172
5125,3380
5125,6281
5125,6284
5125,7228
5126,2105
5126,5151
5126,6266
5127,1698
5127,3811
5127,5844
5127,6262
5128,219
5128,1697
5128,5845
5128,6263
5129,3781
5129,3870
5130,185
5130,212
5130,6260
5131,1107
5131,3826
5131,6261
5132,55
5132,4885
5132,5122
5132,7926
5133,343
5133,4009
5133,5758
5134,3564
5134,8019
5135,1323
5135,1331
5135,5144
5136,6574
5137,195
5137,3791
5138,6262
5138,8019
5139,1336
5139,2073
5139,2463
5139,6369
5140,2127
5140,5142
5141,1325
5141,5144
5141,6265
5142,1323
5142,2105
5142,5140
5143,1316
5143,1322
5143,1324
5143,5151
5143,6402
5144,1323
5144,1325
5144,1331
5144,5135
5144,5141
5145,1321
5145,1324
5145,1326
5145,5152
5146,1325
5146,1333
5146,1699
5146,5845
5146,8020
5147,6520
5148,5420
5148,5691
5149,1330
5150,947
5150,967
5150,1329
5150,4723
5150,5154
5151,1316
5151,1324
5151,2105
5151,5126
5151,5143
5151,6266
5152,1326
5152,5145
5152,6264
5153,5116
5153,5856
5154,1329
5154,5150
5154,5759
5155,2046
5155,2210
5155,2213
5155,6305
5155,6529
5156,2209
5156,5355
5156,6530
5157,1305
5157,5356
5158,1327
5158,5104
5158,6407
5159,3539
5159,5119
5159,6266
5159,6424
5160,1318
5160,1335
5160,1337
5160,1416
5160,6364
5161,1336
5161,1422
5161,1425
5161,4735
5161,7181
5162,1337
5162,1421
5162,1424
5162,1426
5162,5335
5162,6379
5163,3055
5163,5198
5164,5181
5165,69
5165,3567
5166,58
5167,5182
5167,5195
5168,1355
5168,1357
5168,5184
5168,5188
5169,1360
5169,5207
5170,1361
5170,5208
5171,412
5171,1342
5171,1350
5172,1344
5172,1346
5172,5916
5172,7162
5173,134
5173,1345
5173,1347
5173,1731
5174,385
5174,1346
5174,1348
5174,3721
5175,1347
5175,1349
5175,4050
5175,7610
5176,1348
5176,2920
5176,2924
5176,2954
5176,4044
5177,1343
5177,1351
5177,3044
5177,7844
5178,397
5178,1350
5178,1352
5178,3057
5178,7845
5179,390
5179,1344
5179,1351
5179,6541
5180,1345
5180,1352
5180,6542
5180,7160
5181,1338
5181,5164
5182,4895
5182,5167
5183,1354
5183,4229
5183,7716
5184,1353
5184,1355
5184,4230
5184,5168
5185,1339
5185,1354
5186,1357
5186,7709
5187,1339
5187,1356
5187,1358
5187,4229
5188,1357
5188,5168
5189,1664
5189,1723
5189,5808
5190,1409
5190,5889
5190,5925
5191,1408
5191,5322
5191,6099
5192,1867
5192,7697
5193,7153
5193,7577
5194,7578
5194,7802
5195,5167
5196,1663
5196,5807
5196,6005
5197,1338
5197,7843
5197,7857
5198,3055
5198,5163
5198,7576
5199,7153
5199,7577
5200,7161
5200,8134
5201,1867
5202,5322
5202,6099
5203,1409
5203,5889
5204,1664
5204,1723
5204,5806
5205,1360
5205,4894
5206,1340
5206,1359
5206,1361
5206,4895
5207,1341
5207,1360
5207,1362
5207,5169
5208,1361
5208,5170
5209,1369
5209,2446
5209,5216
5209,6924
5210,1368
5210,2447
5210,5215
5210,6925
5211,330
5211,1366
5211,1367
5211,3991
5212,1365
5212,1368
5212,5213
5212,5213
5213,1365
5213,1368
5213,5212
5213,5212
5214,1364
5214,1366
5214,1367
5214,1369
5215,1363
5215,1368
5215,1370
5215,5210
5216,1369
5216,5209
5218,4099
5218,7571
5219,3578
5219,5251
5219,6071
5220,428
5220,430
5221,392
5221,4097
5222,391
5222,3050
5222,7837
5223,3049
5223,3995
5223,7838
5224,332
5224,1831
5225,418
5225,1379
5225,1830
5226,2079
5226,6372
5228,61
5228,68
5228,1375
5228,3569
5228,3578
5229,60
5229,64
5229,1374
5229,3570
5229,3572
5230,6661
5231,2426
5231,2547
5231,5755
5232,5753
5232,6890
5232,7077
5233,2422
5233,5752
5233,5754
5233,6897
5234,2429
5234,2550
5234,5753
5235,5751
5235,6899
5235,7080
5236,2431
5236,5239
5236,5750
5236,5752
5236,6832
5237,6877
5237,7036
5238,2506
5238,5695
5238,6880
5239,2412
5239,5236
5239,5696
5239,5750
5239,6832
5240,2283
5240,5244
5240,5684
5240,5687
5241,1810
5241,3519
5241,6814
5242,2269
5242,6643
5243,2267
5243,6647
5244,5240
5244,5684
5244,5687
5244,6645
5245,3640
5245,5249
5246,87
5246,2143
5246,3632
5246,6447
5247,2138
